doi,year
10.1021/jacs.1c03980,2022.0
10.1021/jacs.2c05499,2022.0
10.1021/jacs.2c08964,2022.0
10.1021/jacs.2c09255,2022.0
10.1021/jacs.2c10177,2022.0
10.1021/jacs.3c01852,2023.0
10.1021/jacs.4c05393,2024.0
10.1021/jacs.8b05807,2018.0
10.1021/jacs.8b08008,2018.0
10.1021/jacs.8b10320,2018.0
10.1021/jacs.9b13907,2020.0
10.1021/jacsau.3c00228,2023.0
10.1021/jacsau.4c00040,2024.0
10.1021/jacsau.4c00292,2024.0
10.1038/nchembio.1858,2015.0
10.1038/nchembio.2329,2017.0
10.1038/nchembio.2538,2017.0
10.1038/s41375-019-0440-x,2019.0
10.1038/s41375-019-0467-z,2019.0
10.1038/s41375-022-01735-6,2022.0
10.1038/s41388-022-02340-8,2022.0
10.1038/s41388-024-03121-1,2024.0
10.1038/s41401-024-01266-z,2024.0
10.1038/s41401-024-01312-w,2024.0
10.1038/s41416-023-02399-4,2023.0
10.1038/s41418-023-01180-7,2023.0
10.1038/s41418-024-01282-w,2024.0
10.1038/s41421-018-0079-1,2019.0
10.1038/s41422-018-0055-1,2018.0
10.1038/s41422-021-00533-6,2021.0
10.1038/s41467-017-00954-1,2017.0
10.1038/s41467-018-08027-7,2019.0
10.1038/s41467-019-11429-w,2019.0
10.1038/s41467-020-15838-0,2020.0
10.1038/s41467-020-17997-6,2020.0
10.1038/s41467-020-18377-w,2020.0
10.1038/s41467-021-21159-7,2021.0
10.1038/s41467-021-27210-x,2021.0
10.1038/s41467-022-33430-6,2022.0
10.1038/s41467-022-34562-5,2022.0
10.1038/s41467-023-39657-1,2023.0
10.1038/s41467-023-39904-5,2023.0
10.1038/s41467-023-44031-2,2023.0
10.1038/s41467-023-44237-4,2024.0
10.1038/s41467-024-46572-6,2024.0
10.1038/s41467-024-46922-4,2024.0
10.1038/s41467-024-49161-9,2024.0
10.1038/s41467-024-52966-3,2024.0
10.1038/s41467-024-54500-x,2024.0
10.1038/s41557-023-01379-8,2023.0
10.1038/s41586-021-04246-z,2021.0
10.1038/s41586-022-05333-5,2022.0
10.1038/s41589-018-0010-y,2018.0
10.1038/s41589-018-0021-8,2018.0
10.1038/s41589-018-0055-y,2018.0
